srcStateName,srcYear,Budget type,Total expenditure,Developmental expenditure,Social services,"Education, sports, art and culture",Medical and public health,Family welfare,Water supply and sanitation,Housing,Urban development,"Welfare of scheduled caste, scheduled tribes and other backward classes",Labour and labour welfare,Social security and welfare,Nutrition,Relief on account of natural calamities,Other social services,Economic services,Agriculture and allied activities,Crop husbandry,Soil and water conservation,Animal husbandry,Dairy development,Fisheries,Forestry and wild life,Plantations,Food storage and Warehousing,Agricultural research and education,Agricultural finance institutions,Cooperation,Other agricultural programmes,Rural development,Special area programmes,Irrigation and flood control,Major and medium irrigation,Minor irrigation,Flood control and drainage,Energy,Power,Industry and minerals,Village and small industries,Industries,Other industries,Transport and communications,Roads and bridges,Others means of transport and communications,"Science, technology and environment",General economic services,Secretariat services under General economic services,Tourism,Civil supplies,Others general economic services,Non developmental expenditure,Organs of state,Fiscal services,Collection of taxes and duties,Other fiscal services,Interest payments and services of debt,Appropriation for reduction or avoidance of debt,Interest payments,Interest on loans from the centre,Interest on internal debt,Interest on market loans,Interest on National Food Security Food (NSSF),"Interest on small savings, provident funds, etc",Other interests on internal debt,Administrative services,Secretariat services under Administrative services ,District administration,Police,Public works,Other administrative services,Pensions,Miscellaneous general services,Payment on account of state lotteries,Grants-in-aid and contributions,Compensation and assignments to local bodies and Panchayati Raj Institutions,"Transfers to road fund, education cess fund, etc",Reserve with finance department
MADHYA PRADESH,2011-12,Accounts,5269371.0,3326185.0,2029694.0,980889.0,211833.0,31304.0,59028.0,32298.0,89058.0,180968.0,16760.0,252286.0,103044.0,59859.0,12367.0,1296491.0,502990.0,138396.0,5273.0,55993.0,,5487.0,125264.0,,112721.0,8593.0,,51263.0,,292222.0,,65410.0,56590.0,8542.0,278.0,207086.0,205823.0,120750.0,17981.0,102769.0,,89188.0,89172.0,16.0,4684.0,14162.0,4278.0,3409.0,5379.0,1096.0,1622864.0,70654.0,226963.0,226791.0,171.0,529977.0,,529977.0,66742.0,356709.0,166040.0,147476.0,105004.0,1521.0,353500.0,12449.0,33229.0,232597.0,31354.0,43871.0,438891.0,2879.0,,320322.0,320322.0,,
GOA,2011-12,Accounts,548208.0,384900.0,194984.0,95673.0,37014.0,950.0,24676.0,1035.0,7858.0,1915.0,3396.0,18966.0,1038.0,452.0,2011.0,189916.0,20223.0,8215.0,169.0,2011.0,890.0,2247.0,3787.0,,1681.0,159.0,,973.0,91.0,9004.0,760.0,7794.0,2670.0,3037.0,1463.0,116420.0,116371.0,7378.0,2214.0,5034.0,130.0,20750.0,14259.0,6491.0,389.0,7198.0,1642.0,3903.0,262.0,1391.0,163308.0,7434.0,3680.0,3678.0,2.0,73517.0,3000.0,70517.0,2960.0,51683.0,21161.0,27540.0,11232.0,4643.0,36856.0,2334.0,2522.0,19125.0,7081.0,5793.0,41030.0,792.0,41.0,,,,
UTTAR PRADESH,2011-12,Accounts,12388517.0,6568316.0,4739094.0,2597504.0,437129.0,139878.0,89319.0,4843.0,95342.0,338244.0,44188.0,866451.0,,111477.0,14719.0,1829221.0,365155.0,155347.0,61183.0,42722.0,4638.0,4807.0,36457.0,456.0,,11951.0,,46660.0,934.0,452951.0,6096.0,400932.0,269046.0,104533.0,7355.0,353554.0,348361.0,31972.0,21276.0,10610.0,87.0,194387.0,185741.0,8646.0,3066.0,21108.0,8180.0,1598.0,1612.0,9718.0,5294691.0,147562.0,281573.0,279792.0,1781.0,2410757.0,862661.0,1548095.0,144519.0,1133105.0,561235.0,520862.0,261647.0,8825.0,1039068.0,29161.0,44477.0,705823.0,104333.0,155274.0,1412706.0,3026.0,,525510.0,525510.0,,
UTTAR PRADESH,2011-12,Revised Estimates,12964554.0,7154992.0,5125927.0,2784387.0,462714.0,143362.0,86310.0,4821.0,150433.0,317549.0,65524.0,974666.0,,113920.0,22242.0,2029065.0,450114.0,210494.0,81580.0,46458.0,4891.0,5918.0,36941.0,458.0,,13638.0,,48775.0,961.0,481457.0,,480114.0,330823.0,100437.0,7637.0,352122.0,348680.0,40620.0,22508.0,18017.0,95.0,184126.0,175953.0,8173.0,3474.0,25698.0,10208.0,2075.0,1446.0,11969.0,5278737.0,176106.0,286672.0,284676.0,1996.0,2351378.0,860000.0,1491378.0,146562.0,1132921.0,547609.0,520863.0,202086.0,9808.0,1086295.0,31783.0,47596.0,706560.0,128367.0,171988.0,1374361.0,3926.0,1.0,530825.0,530825.0,,
UTTAR PRADESH,2011-12,Budget Estimates,12579366.0,6793954.0,4909176.0,2722101.0,460930.0,143362.0,69010.0,4155.0,175132.0,315475.0,47120.0,906303.0,,43448.0,22139.0,1884778.0,400305.0,188836.0,81580.0,46018.0,4891.0,5918.0,36631.0,458.0,,8788.0,,26222.0,963.0,406327.0,,480114.0,330823.0,100437.0,7637.0,301942.0,298500.0,51091.0,21895.0,29101.0,95.0,184389.0,176000.0,8389.0,3424.0,25540.0,10083.0,2075.0,1446.0,11935.0,5254587.0,169603.0,283277.0,281381.0,1896.0,2376856.0,878602.0,1498253.0,146562.0,1140797.0,562979.0,512691.0,202086.0,8808.0,1046067.0,31649.0,47596.0,674465.0,126880.0,165477.0,1374361.0,4424.0,1.0,530825.0,530825.0,,
MAHARASHTRA,2011-12,Budget Estimates,12144571.0,7663476.0,5655153.0,3094027.0,431130.0,55242.0,114689.0,290294.0,517400.0,554653.0,71822.0,229909.0,238452.0,44682.0,12851.0,2008324.0,585274.0,199622.0,3077.0,66298.0,53176.0,12813.0,107259.0,,14921.0,55407.0,,67004.0,5697.0,279887.0,,256213.0,174540.0,75243.0,4087.0,340727.0,328449.0,68441.0,11366.0,57076.0,,336363.0,306341.0,30022.0,7380.0,130031.0,58639.0,48622.0,,22769.0,4395817.0,126824.0,157382.0,156886.0,496.0,1854814.0,100800.0,1754014.0,64498.0,1298190.0,493689.0,786614.0,213418.0,177907.0,1256078.0,28319.0,303819.0,640732.0,60118.0,223091.0,915592.0,85127.0,13949.0,85278.0,85278.0,,
MAHARASHTRA,2011-12,Revised Estimates,12737152.0,8312201.0,5728258.0,3020361.0,475991.0,54659.0,107665.0,216086.0,479578.0,578402.0,80298.0,235067.0,242646.0,224246.0,13258.0,2583943.0,657412.0,230129.0,3055.0,70503.0,54475.0,11249.0,112801.0,,7112.0,69024.0,,94220.0,4845.0,275661.0,,280994.0,187602.0,86865.0,4199.0,558044.0,547034.0,266561.0,10799.0,255763.0,,412227.0,359554.0,52673.0,7366.0,121256.0,59458.0,42825.0,,18973.0,4315517.0,143752.0,182087.0,181650.0,437.0,1831897.0,100800.0,1731097.0,62443.0,1314506.0,516939.0,797567.0,129454.0,224694.0,1167132.0,26767.0,341437.0,650157.0,72994.0,75777.0,981928.0,8721.0,7428.0,109434.0,109434.0,,
MAHARASHTRA,2011-12,Accounts,12355419.0,7968096.0,5481221.0,2987881.0,448407.0,51756.0,109173.0,207248.0,427359.0,511663.0,72067.0,225504.0,228609.0,199993.0,11560.0,2486875.0,614521.0,216206.0,3193.0,62089.0,53670.0,10631.0,95518.0,,15784.0,68465.0,,85699.0,3266.0,252449.0,4386.0,270052.0,192768.0,71281.0,3835.0,552672.0,542021.0,254582.0,9218.0,245364.0,,419924.0,375191.0,44733.0,6731.0,111558.0,54712.0,41602.0,,15245.0,4285288.0,124896.0,166202.0,165841.0,361.0,1851263.0,100800.0,1750463.0,64242.0,1415760.0,570954.0,788765.0,244060.0,26401.0,1084839.0,16943.0,319294.0,603793.0,75198.0,69610.0,1050333.0,7756.0,6655.0,102035.0,108067.0,,
HIMACHAL PRADESH,2011-12,Accounts,1389797.0,819600.0,514744.0,299015.0,69616.0,10113.0,50535.0,2404.0,11423.0,10338.0,4421.0,33906.0,5645.0,14130.0,3198.0,304855.0,110185.0,26248.0,4426.0,18407.0,1075.0,1713.0,35443.0,95.0,11024.0,9490.0,,2266.0,,35753.0,,26132.0,1788.0,24256.0,88.0,15088.0,14525.0,5716.0,4692.0,1024.0,,106218.0,96655.0,9563.0,628.0,5135.0,1841.0,1537.0,755.0,1002.0,569000.0,14174.0,16314.0,16246.0,68.0,212971.0,,212971.0,7381.0,148064.0,70656.0,47572.0,54325.0,3200.0,102447.0,4958.0,11879.0,47657.0,24520.0,13433.0,221681.0,1414.0,,1197.0,1197.0,,
MANIPUR,2011-12,Budget Estimates,474400.0,299187.0,140770.0,66111.0,21379.0,1702.0,4339.0,463.0,7120.0,21778.0,1294.0,9840.0,5409.0,214.0,1120.0,158417.0,41438.0,13212.0,11225.0,5300.0,189.0,2589.0,6300.0,7.0,974.0,225.0,,1411.0,5.0,9974.0,,7009.0,3560.0,926.0,1311.0,21655.0,21005.0,7381.0,6621.0,760.0,,11376.0,11376.0,,2051.0,52671.0,50805.0,489.0,,1378.0,166300.0,7110.0,3522.0,3483.0,39.0,41811.0,2572.0,39239.0,5142.0,26604.0,16555.0,8334.0,7493.0,,74849.0,3508.0,2317.0,59014.0,4318.0,5693.0,38955.0,54.0,54.0,8913.0,8913.0,,
MANIPUR,2011-12,Revised Estimates,554644.0,314613.0,157393.0,71575.0,25026.0,1877.0,6176.0,463.0,6769.0,26570.0,1431.0,12886.0,3150.0,187.0,1284.0,157220.0,40586.0,13035.0,7943.0,6714.0,256.0,2674.0,6766.0,7.0,1234.0,290.0,,1664.0,4.0,9928.0,,7843.0,4064.0,1066.0,1445.0,25768.0,25318.0,9945.0,9266.0,679.0,,14124.0,14124.0,,2115.0,42095.0,39906.0,561.0,,1628.0,221298.0,8979.0,4553.0,4501.0,51.0,41284.0,2572.0,38712.0,,,,,,38712.0,102371.0,3543.0,2787.0,85048.0,4465.0,6529.0,63896.0,215.0,215.0,18733.0,18733.0,,
MANIPUR,2011-12,Accounts,500522.0,269496.0,143758.0,65588.0,23466.0,1703.0,6455.0,493.0,5128.0,22018.0,1474.0,12366.0,3086.0,922.0,1059.0,125737.0,39703.0,13062.0,7704.0,6038.0,195.0,2703.0,6804.0,7.0,1220.0,280.0,,1685.0,4.0,8818.0,4717.0,7803.0,3992.0,1093.0,1456.0,27341.0,26891.0,9698.0,9251.0,447.0,,13675.0,13675.0,,1999.0,11983.0,9771.0,573.0,,1640.0,213360.0,7709.0,4234.0,4187.0,46.0,42316.0,2572.0,39744.0,913.0,26647.0,16779.0,8340.0,7662.0,4522.0,96074.0,3547.0,2699.0,79868.0,3700.0,6260.0,62815.0,213.0,213.0,17666.0,17666.0,,
HIMACHAL PRADESH,2011-12,Revised Estimates,1396715.0,826922.0,531076.0,315428.0,72792.0,9336.0,45381.0,2485.0,11592.0,10519.0,4795.0,35004.0,5749.0,14130.0,3866.0,295846.0,118367.0,28512.0,4961.0,18993.0,1085.0,1970.0,39132.0,121.0,11071.0,9490.0,,3032.0,,42690.0,,20819.0,1788.0,18513.0,23.0,15806.0,15201.0,6173.0,4951.0,1221.0,,84843.0,75261.0,9582.0,838.0,6310.0,2240.0,1606.0,835.0,1629.0,568538.0,16326.0,21010.0,20936.0,75.0,207099.0,,207099.0,7414.0,148318.0,70957.0,47572.0,51367.0,,102036.0,5592.0,14029.0,50710.0,15783.0,15923.0,220643.0,1424.0,,1254.0,1254.0,,
HIMACHAL PRADESH,2011-12,Budget Estimates,1404246.0,828672.0,521565.0,318879.0,70898.0,11388.0,45995.0,2438.0,10965.0,5843.0,4584.0,29282.0,3270.0,14130.0,3892.0,307108.0,112142.0,23735.0,5243.0,17753.0,1107.0,1254.0,39795.0,120.0,10803.0,9390.0,,2942.0,,47442.0,,24234.0,1133.0,23075.0,26.0,16744.0,16137.0,6575.0,5279.0,1296.0,,91576.0,81851.0,9725.0,1147.0,7248.0,2362.0,1879.0,1515.0,1491.0,575226.0,15335.0,20212.0,20119.0,93.0,215058.0,,215058.0,7307.0,156384.0,77792.0,48000.0,51367.0,,102463.0,5952.0,13198.0,50254.0,17083.0,15975.0,221000.0,1158.0,,347.0,347.0,,
TRIPURA,2011-12,Accounts,480908.0,267281.0,192906.0,90203.0,20077.0,2006.0,7355.0,267.0,7567.0,19612.0,1301.0,29499.0,8849.0,4116.0,2053.0,74376.0,33741.0,17080.0,775.0,4906.0,111.0,2592.0,5702.0,5.0,1184.0,27.0,,1360.0,,9671.0,374.0,3640.0,5.0,3110.0,525.0,4193.0,4093.0,3747.0,3646.0,,101.0,16568.0,13467.0,3101.0,310.0,2131.0,212.0,219.0,703.0,997.0,203276.0,4702.0,3337.0,3178.0,159.0,49327.0,,49327.0,3627.0,29585.0,13113.0,12370.0,16115.0,,72908.0,3174.0,3366.0,52227.0,6924.0,7217.0,73002.0,1.0,,10350.0,10350.0,,
MEGHALAYA,2011-12,Budget Estimates,497381.0,359297.0,182335.0,103918.0,29007.0,1116.0,10225.0,3040.0,6083.0,7426.0,2979.0,5318.0,8936.0,1808.0,2479.0,176962.0,63312.0,23120.0,16055.0,6213.0,1178.0,1928.0,10152.0,,,1055.0,,2683.0,195.0,22078.0,,6252.0,55.0,6088.0,109.0,39229.0,38959.0,15693.0,6206.0,9487.0,,11291.0,11291.0,,43.0,15504.0,11399.0,1288.0,1031.0,1786.0,138084.0,7672.0,5992.0,5954.0,38.0,30895.0,1756.0,29139.0,2419.0,22219.0,14916.0,4437.0,4500.0,1.0,69846.0,6219.0,1900.0,31600.0,17685.0,12441.0,23590.0,90.0,87.0,,,,
MEGHALAYA,2011-12,Revised Estimates,497380.0,359296.0,182334.0,103918.0,29007.0,1116.0,10225.0,3040.0,6083.0,7426.0,2979.0,5318.0,8936.0,1808.0,2478.0,176962.0,63312.0,23120.0,16055.0,6213.0,1178.0,1928.0,10152.0,,,1055.0,,2683.0,928.0,22078.0,,6252.0,55.0,6088.0,109.0,39229.0,38959.0,15693.0,6206.0,9487.0,,11291.0,11291.0,,43.0,15504.0,11399.0,1288.0,1031.0,1786.0,138084.0,7672.0,5992.0,5954.0,38.0,30894.0,1756.0,29138.0,2419.0,22219.0,14916.0,4437.0,4500.0,1.0,69846.0,6219.0,1900.0,31600.0,17685.0,12441.0,23590.0,90.0,87.0,,,,
MEGHALAYA,2011-12,Accounts,483481.0,334762.0,174246.0,102233.0,25662.0,2919.0,11185.0,2945.0,4455.0,4039.0,3049.0,6887.0,7156.0,1478.0,2238.0,160515.0,50220.0,14656.0,15528.0,6611.0,828.0,1461.0,7645.0,,,925.0,,1599.0,965.0,31010.0,2544.0,7059.0,55.0,6914.0,,16833.0,16368.0,15236.0,6134.0,9103.0,,11845.0,11845.0,,45.0,25724.0,21444.0,1543.0,1086.0,1652.0,148719.0,7889.0,5483.0,5454.0,29.0,30323.0,1756.0,28567.0,2403.0,20917.0,14172.0,4300.0,5246.0,1.0,67359.0,5722.0,2204.0,34141.0,13864.0,11427.0,37579.0,87.0,87.0,,,,
CHHATTISGARH,2011-12,Accounts,2262804.0,1603719.0,1047684.0,490828.0,83565.0,11864.0,39938.0,12337.0,40299.0,124593.0,7626.0,182101.0,31514.0,17710.0,5310.0,556034.0,226649.0,55039.0,2030.0,22158.0,,4644.0,80844.0,,42509.0,6214.0,,12678.0,532.0,168575.0,,36248.0,28703.0,7090.0,,33690.0,32110.0,39117.0,14049.0,25038.0,30.0,45553.0,42940.0,2612.0,455.0,5748.0,855.0,3235.0,,1658.0,590418.0,17987.0,48440.0,48376.0,64.0,129320.0,10000.0,119320.0,18762.0,72176.0,15890.0,51070.0,19846.0,8536.0,206872.0,9975.0,13596.0,147155.0,20109.0,16038.0,187787.0,12.0,,68668.0,68668.0,,
CHHATTISGARH,2011-12,Revised Estimates,2556769.0,1864249.0,1252044.0,594470.0,100467.0,12894.0,43335.0,16032.0,58741.0,138701.0,12053.0,200917.0,41534.0,27325.0,5576.0,612205.0,255239.0,69385.0,2966.0,25554.0,,4900.0,86285.0,,43198.0,6616.0,,15736.0,600.0,186619.0,,24487.0,17047.0,6977.0,,31469.0,29889.0,46499.0,16461.0,29508.0,530.0,59523.0,55715.0,3808.0,1110.0,7259.0,1076.0,3235.0,,2948.0,623851.0,28125.0,63237.0,63157.0,80.0,135434.0,10000.0,125434.0,19575.0,77535.0,17933.0,52000.0,20355.0,7969.0,206685.0,11088.0,15768.0,150770.0,8927.0,20133.0,190355.0,14.0,,68668.0,68668.0,,
CHHATTISGARH,2011-12,Budget Estimates,2134958.0,1770400.0,1186002.0,567524.0,97408.0,12894.0,39615.0,10284.0,66509.0,133020.0,12309.0,180776.0,41780.0,19359.0,4526.0,584399.0,262065.0,80033.0,2999.0,29367.0,,4926.0,83090.0,,43309.0,5667.0,,12075.0,600.0,167839.0,,22705.0,15635.0,6617.0,,28850.0,27270.0,41329.0,12412.0,28387.0,530.0,52133.0,48477.0,3656.0,1090.0,8388.0,1047.0,3235.0,,4106.0,614566.0,24732.0,62956.0,62876.0,80.0,140334.0,10000.0,130334.0,19575.0,82435.0,22833.0,52000.0,20355.0,7969.0,224340.0,5916.0,14020.0,136902.0,8253.0,59249.0,162190.0,14.0,,61209.0,61209.0,,
ARUNACHAL PRADESH,2011-12,Budget Estimates,360600.0,251810.0,93782.0,48969.0,17327.0,753.0,10016.0,990.0,1201.0,,767.0,6388.0,1610.0,4094.0,1666.0,158029.0,48758.0,15516.0,4134.0,5086.0,73.0,1545.0,17639.0,,3261.0,614.0,,678.0,212.0,10846.0,,9313.0,72.0,9149.0,,25131.0,24795.0,4189.0,3368.0,691.0,131.0,18125.0,10700.0,7426.0,1405.0,33653.0,29839.0,693.0,1565.0,1556.0,108790.0,5351.0,1774.0,1693.0,81.0,28781.0,1900.0,26881.0,,,,,,26881.0,51795.0,4389.0,10305.0,23861.0,9410.0,3829.0,21000.0,89.0,,,,,
ARUNACHAL PRADESH,2011-12,Revised Estimates,480357.0,341835.0,140531.0,59883.0,23278.0,1154.0,18100.0,3353.0,2128.0,,845.0,10731.0,5260.0,13807.0,1993.0,201305.0,52790.0,14573.0,4724.0,6580.0,189.0,1740.0,15230.0,,7339.0,1094.0,,1168.0,154.0,13738.0,,20381.0,72.0,17868.0,2100.0,35534.0,34895.0,5021.0,4167.0,712.0,143.0,37510.0,27730.0,9780.0,2233.0,19312.0,14101.0,964.0,1952.0,2295.0,138522.0,7143.0,2505.0,2420.0,85.0,32936.0,1900.0,31036.0,,,,,,31036.0,71882.0,6735.0,13449.0,29821.0,16510.0,5368.0,24000.0,55.0,,,,,
ARUNACHAL PRADESH,2011-12,Accounts,441786.0,313341.0,138542.0,58974.0,23002.0,1113.0,18100.0,3262.0,1648.0,,843.0,10641.0,5259.0,13749.0,1951.0,174800.0,49565.0,12797.0,4696.0,6458.0,185.0,1716.0,14084.0,,7169.0,1058.0,,1257.0,145.0,9505.0,11613.0,15228.0,72.0,12807.0,2100.0,35942.0,35304.0,4952.0,4106.0,708.0,139.0,30512.0,22533.0,7979.0,2231.0,15250.0,10620.0,951.0,1917.0,1763.0,128445.0,5337.0,2229.0,2145.0,84.0,30081.0,1900.0,28181.0,,,,,,28181.0,66958.0,6760.0,13240.0,29976.0,12607.0,4375.0,23798.0,42.0,,,,,
MIZORAM,2011-12,Budget Estimates,342625.0,218949.0,114447.0,56122.0,17511.0,658.0,8701.0,774.0,4080.0,18056.0,670.0,3831.0,723.0,1455.0,1866.0,104502.0,49549.0,20776.0,3965.0,10691.0,144.0,2002.0,5999.0,,3609.0,715.0,,1243.0,406.0,4464.0,,988.0,1.0,972.0,,19122.0,19072.0,5187.0,4708.0,479.0,,11531.0,8061.0,3470.0,268.0,9856.0,6884.0,532.0,1311.0,1129.0,123676.0,3916.0,4442.0,4355.0,87.0,29400.0,2275.0,27125.0,2370.0,16449.0,14135.0,2314.0,8305.0,,58502.0,8843.0,3083.0,30911.0,3273.0,12393.0,27289.0,127.0,127.0,,,,
MIZORAM,2011-12,Revised Estimates,393405.0,264869.0,142735.0,72197.0,18039.0,2074.0,11397.0,774.0,4606.0,20222.0,720.0,6973.0,2162.0,1668.0,1903.0,122134.0,54889.0,23463.0,3981.0,11192.0,164.0,2519.0,6649.0,,3732.0,1408.0,,1348.0,432.0,4843.0,,1024.0,1.0,1008.0,,29930.0,29880.0,5541.0,5061.0,479.0,,11736.0,8262.0,3475.0,268.0,10272.0,6890.0,578.0,1334.0,1469.0,128536.0,4846.0,5005.0,4905.0,100.0,29445.0,2275.0,27170.0,2389.0,16472.0,14159.0,2314.0,8305.0,3.0,61825.0,8963.0,3160.0,32739.0,3431.0,13531.0,27289.0,127.0,127.0,,,,
MIZORAM,2011-12,Accounts,372386.0,250381.0,134592.0,69792.0,16732.0,1934.0,10352.0,763.0,3700.0,20231.0,660.0,6187.0,2159.0,760.0,1320.0,115789.0,52914.0,22951.0,3885.0,10895.0,130.0,2510.0,6293.0,,3498.0,1193.0,,1156.0,402.0,4297.0,3620.0,904.0,1.0,888.0,,29010.0,28960.0,5097.0,4672.0,425.0,,10171.0,7729.0,2442.0,266.0,9510.0,6991.0,557.0,1173.0,789.0,122005.0,4304.0,4599.0,4506.0,93.0,29654.0,2275.0,27379.0,2383.0,16691.0,15110.0,1578.0,8305.0,,53479.0,4314.0,2552.0,32100.0,3328.0,11186.0,29836.0,132.0,132.0,,,,
TAMIL NADU,2011-12,Accounts,8383804.0,4740383.0,3326175.0,1526584.0,353902.0,68056.0,19189.0,62068.0,90093.0,188047.0,24163.0,657424.0,215269.0,118935.0,2445.0,1414209.0,353242.0,135280.0,9925.0,50644.0,6261.0,24958.0,23520.0,3.0,,40530.0,,51925.0,10196.0,116884.0,721.0,82594.0,64397.0,8754.0,7511.0,177649.0,177445.0,59940.0,53965.0,6006.0,31.0,95206.0,92626.0,2580.0,1950.0,526022.0,4772.0,2140.0,501988.0,17121.0,2894119.0,100452.0,80967.0,76397.0,4570.0,909003.0,21901.0,887102.0,53452.0,704153.0,402998.0,255437.0,118856.0,10641.0,536500.0,12185.0,77189.0,335986.0,37017.0,74123.0,1259657.0,7540.0,1.0,749302.0,749302.0,,
TAMIL NADU,2011-12,Revised Estimates,8501632.0,4899704.0,3403279.0,1527723.0,348723.0,68412.0,23448.0,65895.0,129733.0,182209.0,30188.0,684845.0,234038.0,106523.0,1543.0,1496425.0,430702.0,192872.0,15434.0,54967.0,6057.0,28445.0,23981.0,3.0,,41633.0,,57501.0,9810.0,122206.0,,92399.0,77852.0,8851.0,3780.0,164190.0,163906.0,61048.0,54376.0,6672.0,,94167.0,91513.0,2654.0,2171.0,528404.0,4877.0,3429.0,502586.0,17511.0,2853637.0,109452.0,79671.0,75004.0,4667.0,894119.0,22000.0,872119.0,53288.0,691347.0,403054.0,240163.0,116476.0,10996.0,517987.0,12835.0,75691.0,322176.0,33557.0,73728.0,1241664.0,10746.0,,748290.0,748290.0,,
TAMIL NADU,2011-12,Budget Estimates,8551127.0,4975758.0,3377970.0,1537847.0,323484.0,64839.0,39349.0,118159.0,184676.0,158114.0,30255.0,677638.0,221928.0,7941.0,13739.0,1597787.0,401537.0,170220.0,17424.0,54005.0,6277.0,32608.0,25560.0,4.0,,39389.0,,46092.0,9957.0,111910.0,,107370.0,93681.0,8905.0,2735.0,190255.0,189946.0,171227.0,52345.0,118881.0,,124256.0,121865.0,2391.0,2208.0,488176.0,5365.0,3952.0,460536.0,18323.0,2844067.0,90665.0,78464.0,74750.0,3714.0,926338.0,45032.0,881306.0,52440.0,706882.0,418576.0,240163.0,112734.0,9249.0,507200.0,13783.0,73806.0,321368.0,19118.0,79124.0,1230467.0,10932.0,,731302.0,731302.0,,
NAGALAND,2011-12,Revised Estimates,511944.0,278956.0,128692.0,73052.0,21228.0,2024.0,4239.0,832.0,2190.0,3912.0,2174.0,9657.0,5865.0,522.0,2996.0,150264.0,36567.0,14335.0,4343.0,6118.0,161.0,2478.0,4400.0,,1301.0,1630.0,,1800.0,,16019.0,,16686.0,,16686.0,,29056.0,28821.0,7841.0,6277.0,1564.0,,18535.0,12820.0,5715.0,892.0,14380.0,9910.0,796.0,,3673.0,232988.0,6259.0,4886.0,4882.0,4.0,46369.0,2900.0,43469.0,2680.0,36484.0,25670.0,1772.0,4305.0,,116966.0,7484.0,8645.0,82968.0,7152.0,10717.0,58159.0,349.0,179.0,,,,
NAGALAND,2011-12,Accounts,487566.0,255739.0,115412.0,67614.0,21780.0,1928.0,3552.0,790.0,916.0,1798.0,2146.0,7949.0,3895.0,11.0,3033.0,140326.0,36379.0,14211.0,4317.0,5714.0,160.0,2624.0,5124.0,,1295.0,1234.0,,1700.0,,9528.0,9618.0,13194.0,,13194.0,,29441.0,29206.0,7399.0,5870.0,1529.0,,19909.0,14188.0,5721.0,709.0,14148.0,9876.0,820.0,,3452.0,231827.0,5956.0,4837.0,4833.0,4.0,44639.0,2900.0,41739.0,2680.0,34754.0,24623.0,1295.0,4304.0,,117385.0,7546.0,8591.0,83034.0,7672.0,10543.0,58668.0,344.0,176.0,,,,
SIKKIM,2011-12,Accounts,323014.0,164571.0,103169.0,48955.0,11397.0,1325.0,2066.0,2919.0,2623.0,1912.0,364.0,4651.0,1006.0,23629.0,2322.0,61402.0,22296.0,5451.0,758.0,3293.0,232.0,389.0,5720.0,384.0,1544.0,,,885.0,3639.0,8098.0,48.0,4012.0,,3446.0,565.0,9798.0,9738.0,4660.0,1655.0,3005.0,,9779.0,6566.0,3213.0,282.0,2427.0,619.0,892.0,44.0,872.0,155297.0,4547.0,4301.0,4301.0,,20283.0,1200.0,19083.0,1008.0,13718.0,9759.0,1898.0,4357.0,,28033.0,2400.0,821.0,17281.0,1764.0,5766.0,17376.0,80757.0,80053.0,3147.0,3147.0,,
SIKKIM,2011-12,Revised Estimates,355904.0,184691.0,107037.0,50004.0,11583.0,1350.0,2219.0,2928.0,2650.0,2951.0,397.0,5431.0,1516.0,23682.0,2325.0,77655.0,28579.0,5607.0,788.0,3563.0,234.0,403.0,10268.0,384.0,1720.0,,,886.0,4726.0,7723.0,,14003.0,,13387.0,565.0,9892.0,9831.0,4706.0,1661.0,2876.0,169.0,9777.0,6563.0,3214.0,275.0,2601.0,640.0,886.0,35.0,1040.0,167952.0,5087.0,4336.0,4336.0,,19156.0,1200.0,17956.0,1008.0,13718.0,10327.0,1390.0,3230.0,,28311.0,2422.0,834.0,17371.0,1919.0,5765.0,16168.0,94893.0,94078.0,3261.0,3261.0,,
SIKKIM,2011-12,Budget Estimates,323323.0,149642.0,72563.0,43838.0,10244.0,1350.0,2247.0,928.0,1974.0,2716.0,279.0,3784.0,1120.0,2503.0,1580.0,77079.0,23467.0,3518.0,575.0,2763.0,111.0,370.0,9250.0,384.0,1443.0,,,777.0,4276.0,11934.0,,14687.0,,14632.0,,8359.0,8298.0,1716.0,1276.0,440.0,,8711.0,5661.0,3050.0,166.0,7940.0,6319.0,823.0,35.0,763.0,170402.0,4755.0,3998.0,3998.0,,20415.0,1200.0,19215.0,1787.0,14198.0,10759.0,1390.0,3230.0,,31415.0,2394.0,844.0,20342.0,1487.0,6349.0,14926.0,94893.0,94078.0,3279.0,3279.0,,
DELHI,2011-12,Accounts,1796486.0,1288934.0,1071711.0,442225.0,242856.0,3026.0,29317.0,61529.0,144345.0,18529.0,7663.0,93146.0,24651.0,1298.0,3128.0,217222.0,7965.0,2542.0,27.0,1192.0,200.0,39.0,2883.0,,,141.0,,771.0,171.0,744.0,,10585.0,,1267.0,9317.0,58564.0,58564.0,2693.0,2681.0,12.0,,121040.0,58951.0,62090.0,4572.0,11060.0,548.0,1701.0,3324.0,5488.0,434723.0,52478.0,13208.0,13201.0,8.0,291726.0,,291726.0,291726.0,,,,,,77462.0,4642.0,6611.0,1003.0,37992.0,27214.0,,152.0,,72829.0,72829.0,,
